ID,Genus,Species,Sex,Place,Date,IT,Weigth..g.,Head.weight..g.,Plant,Brain.Weight..mg.,No.optic.lobes.weight,Country,Notes
D100,Andrena,Andrena rhyssonota,Female,Alamillo,26/04/18,1.995,NA,NA,,0.498,NA,Spain,
D102,Andrena,Andrena rhyssonota,Female,Alamillo,26/04/18,1.85,NA,NA,,0.408,NA,Spain,
D103,Andrena,Andrena rhyssonota,Female,Alamillo,26/04/18,2.1,NA,NA,,0.449,NA,Spain,
D104,Andrena,Andrena rhyssonota,Female,Alamillo,26/04/18,1.932,NA,NA,,NA,NA,Spain,
D10,Andrena,Andrena sp.,Female,Alamillo,16/03/18,NA,NA,NA,Colza,NA,NA,Spain,
D8,Andrena,Andrena sp.,Female,Alamillo,16/03/18,NA,NA,NA,Colza,NA,NA,Spain,Refuses to eat
D11,Andrena,Andrena sp.,Male,Alamillo,16/03/18,NA,NA,NA,Colza,NA,NA,Spain,
D14,Andrena,Andrena sp.,Female,Alamillo,16/03/18,NA,NA,NA,Colza,NA,NA,Spain,
D15,Andrena,Andrena sp.,Male,Alamillo,16/03/18,NA,NA,NA,Colza,NA,NA,Spain,
D41,Andrena,Andrena sp.,Male,Alamillo,27/03/18,2.178,NA,NA,,2.786,NA,Spain,
D42,Andrena,Andrena (Chrysandrena),Female,Alamillo,27/03/18,1.705,NA,NA,,0.28,NA,Spain,Inactive at the end
D48,Andrena,Andrena sp.,Female,Alamillo,27/03/18,NA,NA,NA,,NA,NA,Spain,
D9,Andrena,Andrena sp.,Female,Alamillo,16/03/18,2.333,NA,NA,Colza,NA,NA,Spain,Climb the cues
D83,Andrena,Andrena sp.,Female,Alamillo,17/04/18,NA,NA,NA,,NA,NA,Spain,Experiment done the day after
D86,Andrena,Andrena (Chlorandrena),Male,Alamillo,17/04/18,1.306,NA,NA,,0.264,NA,Spain,Experiment done the day after
D21,Andrena,Andrena sp.,Male,Aznalcazar,22/03/18,1.92,NA,NA,Asphodelus fistulosus,0.387,NA,Spain,
D27,Andrena,Andrena sp.,Male,Aznalcazar,22/03/18,NA,NA,NA,Asphodelus fistulosus,NA,NA,Spain,
D66,Andrena,Andrena sp.,Male,Carambolo,05/04/18,1.804,NA,NA,,0.271,NA,Spain,
D158,Andrena,Andrena sp.,NA,Convento de la Luz,22/05/18,NA,NA,NA,Cistus crispus,NA,NA,Spain,Experiment done the day after
D62,Anthophora,Anthophora retusa,Female,Carambolo,05/04/18,3.938,NA,NA,,NA,NA,Spain,Dead during experiment
D63,Anthophora,Anthophora retusa,Female,Carambolo,05/04/18,3.923,NA,NA,,2.096,NA,Spain,Dead during experiment
D4,Anthophora,Anthopora dispar,Female,Carambolo,12/03/18,3.842,NA,NA,Lavandula sp.,4.532,NA,Spain,Refuses to eat
D28,Anthophora,Anthopora plumipes,Male,Aznalcazar,22/03/18,3.906,NA,NA,Asphodelus fistulosus,3.828,NA,Spain,Dead during the trials
D188,Apis,Apis mellifera,Female,Carambolo,7/6/18,NA,NA,NA,,NA,NA,Spain,
D189,Apis,Apis mellifera,Female,Carambolo,7/6/18,2.932,NA,NA,,2.125,NA,Spain,
D190,Apis,Apis mellifera,Female,Carambolo,7/6/18,NA,NA,NA,,NA,NA,Spain,
D191,Apis,Apis mellifera,Female,Carambolo,7/6/18,2.909,NA,NA,,2.131,NA,Spain,
D192,Apis,Apis mellifera,Female,Carambolo,7/6/18,2.934,NA,NA,,3,NA,Spain,
D193,Apis,Apis mellifera,Female,Carambolo,7/6/18,2.798,NA,NA,,2.553,NA,Spain,
D194,Apis,Apis mellifera,Female,Carambolo,7/6/18,NA,NA,NA,,NA,NA,Spain,
D198,Bombus,Bombus pascuorum,Female,"La font roja, la zafranera",26/6/18,3.492,NA,NA,Hypericum perforatum,1.76,NA,Spain,
D199,Bombus,Bombus pascuorum,Female,"La font roja, la zafranera",26/6/18,3.658,NA,NA,Hypericum perforatum,2.493,NA,Spain,
D200,Bombus,Bombus pascuorum,Female,"La font roja, la zafranera",26/6/18,3.197,NA,NA,Hypericum perforatum,1.944,NA,Spain,
D201,Bombus,Bombus pascuorum,Female,"La font roja, la zafranera",26/6/18,2.981,NA,NA,Hypericum perforatum,1.932,NA,Spain,
D204,Bombus,Bombus pascuorum,Female,"La font roja, la zafranera",26/6/18,3.378,NA,NA,Hypericum perforatum,2.056,NA,Spain,
D205,Bombus,Bombus pratorum,Male,Cazorla,27/6/18,2.539,NA,NA,,1.07,NA,Spain,Dead during experiment
D206,Bombus,Bombus pratorum,Female,Cazorla,27/6/18,3.562,NA,NA,,1.911,NA,Spain,
D207,Bombus,Bombus pratorum,Male,Cazorla,27/6/18,2.861,NA,NA,,1.3,NA,Spain,
D208,Bombus,Bombus pratorum,Female,Cazorla,27/6/18,3.475,NA,NA,,1.945,NA,Spain,
D209,Bombus,Bombus pratorum,Male,Cazorla,27/6/18,3.165,NA,NA,,1.833,NA,Spain,
D75,Bombus,Bombus terrestris,Female,Alamillo,17/04/18,4.257,NA,NA,,2.99,NA,Spain,
D76,Bombus,Bombus terrestris,Male,Alamillo,17/04/18,4.385,NA,NA,,2.99,NA,Spain,
D77,Bombus,Bombus terrestris,Male,Alamillo,17/04/18,4.36,NA,NA,,3.682,NA,Spain,
D78,Bombus,Bombus terrestris,Female,Alamillo,17/04/18,3.504,NA,NA,,3.323,NA,Spain,
D79,Bombus,Bombus terrestris,Male,Alamillo,17/04/18,3.803,NA,NA,,2.609,NA,Spain,
D87,Bombus,Bombus terrestris,Female,Aznalcazar,10/04/18,3.675,NA,NA,,2.401,NA,Spain,
D88,Bombus,Bombus terrestris,Female,Aznalcazar,10/04/18,4.281,NA,NA,,3.08,NA,Spain,
D89,Bombus,Bombus terrestris,Male,Aznalcazar,10/04/18,3.892,NA,NA,,2.814,NA,Spain,
D90,Bombus,Bombus terrestris,Male,Aznalcazar,10/04/18,4.374,NA,NA,,3.214,NA,Spain,
D91,Bombus,Bombus terrestris,Male,Aznalcazar,10/04/18,4.725,NA,NA,,3.606,NA,Spain,
D92,Bombus,Bombus terrestris,Male,Aznalcazar,10/04/18,4.178,NA,NA,,3.454,NA,Spain,
D93,Bombus,Bombus terrestris,Male,Aznalcazar,10/04/18,4.205,NA,NA,,3.245,NA,Spain,
D6,Bombus,Bombus terrestris,Male,Carambolo,12/03/18,4.296,NA,NA,Lavandula sp.,NA,NA,Spain,
D35,Bombus,Bombus terrestris,Male,La rocina,26/03/18,4.223,NA,NA,Anchusa calcarea,2.889,NA,Spain,
D36,Bombus,Bombus terrestris,Male,La rocina,26/03/18,4.22,NA,NA,Anchusa calcarea,2.618,NA,Spain,
D37,Bombus,Bombus terrestris,Male,La rocina,26/03/18,4.097,NA,NA,Anchusa calcarea,2.43,NA,Spain,
D38,Bombus,Bombus terrestris,Male,La rocina,26/03/18,4.379,NA,NA,Anchusa calcarea,2.714,NA,Spain,
D39,Bombus,Bombus terrestris,Male,La rocina,26/03/18,4.149,NA,NA,Anchusa calcarea,2.349,NA,Spain,
D72,Bombus,Bombus terrestris,Male,La rocina,16/04/18,4.235,NA,NA,,2.571,NA,Spain,Experiment done the day after
D73,Bombus,Bombus terrestris,Male,La rocina,16/04/18,4.428,NA,NA,,2.231,NA,Spain,Experiment done the day after
D74,Bombus,Bombus terrestris,Female,La rocina,16/04/18,3.843,NA,NA,,1.741,NA,Spain,Experiment done the day after
D7,Bombus,Bombus terrestris,Male,Pinares de Hinojos,,4.294,NA,NA,,3.49,NA,Spain,"One person only, exploration "
D105,Bombus,Bombus terrestris,Female,Niebla,27/04/18,3.519,NA,NA,,2.484,NA,Spain,
D106,Bombus,Bombus terrestris,Female,Convento de la Luz,27/04/18,3.853,NA,NA,,2.59,NA,Spain,
D107,Bombus,Bombus terrestris,Female,Convento de la Luz,27/04/18,3.766,NA,NA,,3.425,NA,Spain,
D108,Bombus,Bombus terrestris,Male,Convento de la Luz,27/04/18,4.336,NA,NA,,3.52,NA,Spain,
D116,Bombus,Bombus terrestris,Queen,UPO,08/05/18,4.896,NA,NA,Cardo,6.37,NA,Spain,
D117,Bombus,Bombus terrestris,Female,UPO,08/05/18,4.336,NA,NA,Cardo,3.47,NA,Spain,
D118,Bombus,Bombus terrestris,Male,UPO,08/05/18,4.45,NA,NA,Cardo,3.542,NA,Spain,
D119,Bombus,Bombus terrestris,Male,UPO,08/05/18,4.012,NA,NA,Cardo,1.718,NA,Spain,
D120,Bombus,Bombus terrestris,Male,UPO,08/05/18,3.912,NA,NA,Cardo,3.569,NA,Spain,
D121,Bombus,Bombus terrestris,Male,UPO,08/05/18,4.232,NA,NA,Cardo,3.988,NA,Spain,
D122,Bombus,Bombus terrestris,Male,UPO,08/05/18,3.927,NA,NA,Cardo,4.234,NA,Spain,
D136,Bombus,Bombus terrestris,Female,UPO,,3.84,NA,NA,Compuesta amarilla,3.558,NA,Spain,
D142,Bombus,Bombus terrestris,NA,Bonares,16/05,4.92,NA,NA,Cistus crispus,3.806,NA,Spain,Experiment done the day after
D155,Bombus,Bombus terrestris,Male,Urbanizaciones,22/05/18,4.493,NA,NA,Cistus crispus,4.8,NA,Spain,
D169,Bombus,Bombus terrestris,Female,UPO,28/05/18,4.147,NA,NA,Colza,2.923,NA,Spain,
D170,Bombus,Bombus terrestris,Female,UPO,28/05/18,4.282,NA,NA,Cardo,3.543,NA,Spain,
D171,Bombus,Bombus terrestris,Male,UPO,28/05/18,4.563,NA,NA,Cardo,2.789,NA,Spain,
D172,Bombus,Bombus terrestris,Female,UPO,28/05/18,3.732,NA,NA,Amapola,2.58,NA,Spain,
D173,Bombus,Bombus terrestris,Male,UPO,28/05/18,4.118,NA,NA,Centaurea,3.434,NA,Spain,
D174,Bombus,Bombus terrestris,Female,UPO,28/05/18,4.281,NA,NA,Cardo,3.774,NA,Spain,
D175,Bombus,Bombus terrestris,Female,UPO,28/05/18,4.332,NA,NA,Cardo,1.993,NA,Spain,
D23,Eucera,Eucera elongatula,Male,Aznalcazar,22/03/18,NA,NA,NA,Asphodelus fistulosus,NA,NA,Spain,We can't do the test because didn't licked any cue
D24,Eucera,Eucera elongatula,Male,Aznalcazar,22/03/18,NA,NA,NA,Asphodelus fistulosus,NA,NA,Spain,Ignored the test
D19,Eucera,Eucera notata,Male,Aznalcazar,22/03/18,4.036,NA,NA,Asphodelus fistulosus,1.76,NA,Spain,Dead by heat
D1,Eucera,Eucera notata,Male,Carambolo,12/03/18,3.031,NA,NA,Lavandula sp.,1.621,NA,Spain,Refuses to eat
D2,Eucera,Eucera notata,Male,Carambolo,12/03/18,3.039,NA,NA,Lavandula sp.,1.752,NA,Spain,"Refuses to eat, tries to copulate the cue"
D3,Eucera,Eucera notata,Male,Carambolo,12/03/18,3.24,NA,NA,Lavandula sp.,1.664,NA,Spain,Refuses to eat
D51,Eucera,Eucera rufa,Female,Alamillo,27/03/18,3.816,NA,NA,,2.139,NA,Spain,
D84,Eucera,Eucera sp.,Female,Alamillo,17/04/18,3.484,NA,NA,,1.575,NA,Spain,Experiment done the day after
D85,Eucera,Eucera sp.,Female,Alamillo,17/04/18,3.782,NA,NA,,1.619,NA,Spain,Experiment done the day after
D161,Flavipanurgus,Flavipanurgus venustus,Male,Urbanizaciones,22/05/18,1.601,NA,NA,Cistus crispus,NA,NA,Spain,Experiment done the day after
D162,Flavipanurgus,Flavipanurgus venustus,Female,Urbanizaciones,22/05/18,NA,NA,NA,Cistus crispus,NA,NA,Spain,
D195,Flavipanurgus,Flavipanurgus venustus,Female,Urbanizaciones,12/6/18,1.779,NA,NA,,0.46,NA,Spain,
D196,Flavipanurgus,Flavipanurgus venustus,Female,Urbanizaciones,12/6/18,1.766,NA,NA,,0.353,NA,Spain,
D197,Flavipanurgus,Flavipanurgus venustus,Male,Urbanizaciones,12/6/18,1.696,NA,NA,,0.414,NA,Spain,
D30,Lasioglossum,Lasioglossum immunitum,Female,La rocina,26/03/18,2.159,NA,NA,Halimium commutatum,0.349,NA,Spain,
D31,Lasioglossum,Lasioglossum immunitum,Female,La rocina,26/03/18,1.889,NA,NA,Halimium commutatum,0.456,NA,Spain,
D32,Lasioglossum,Lasioglossum immunitum,Female,La rocina,26/03/18,1.748,NA,NA,Halimium commutatum,0.425,NA,Spain,
D33,Lasioglossum,Lasioglossum immunitum,Female,La rocina,26/03/18,2,NA,NA,Halimium commutatum,0.705,NA,Spain,
D34,Lasioglossum,Lasioglossum immunitum,Female,La rocina,26/03/18,2.099,NA,NA,Halimium commutatum,0.376,NA,Spain,Agressive
D67,Lasioglossum,Lasioglossum immunitum,Female,La rocina,16/04/18,1.596,NA,NA,,0.384,NA,Spain,
D68,Lasioglossum,Lasioglossum immunitum,Female,La rocina,16/04/18,NA,NA,NA,,NA,NA,Spain,
D69,Lasioglossum,Lasioglossum immunitum,Female,La rocina,16/04/18,1.742,NA,NA,,0.554,NA,Spain,
D70,Lasioglossum,Lasioglossum immunitum,Female,La rocina,16/04/18,1.939,NA,NA,,0.694,NA,Spain,
D71,Lasioglossum,Lasioglossum immunitum,Female,La rocina,16/04/18,1.957,NA,NA,,NA,NA,Spain,
D109,Lasioglossum,Lasioglossum immunitum,Female,Niebla,27/04/18,1.69,NA,NA,,0.35,NA,Spain,
D110,Lasioglossum,Lasioglossum immunitum,Female,Niebla,27/04/18,1.693,NA,NA,,0.609,NA,Spain,
D112,Lasioglossum,Lasioglossum immunitum,Female,Niebla,27/04/18,1.778,NA,NA,,0.409,NA,Spain,
D149,Lasioglossum,Lasioglossum immunitum,Female,Bonares,16/05,1.743,NA,NA,,0.588,NA,Spain,Experiment done the day after
D150,Lasioglossum,Lasioglossum immunitum,Female,Bonares,16/05,1.755,NA,NA,,0.505,NA,Spain,Experiment done the day after
D151,Lasioglossum,Lasioglossum immunitum,Female,Bonares,16/05,1.827,NA,NA,,0.593,NA,Spain,Experiment done the day after
D176,Lasioglossum,Lasioglossum immunitum,Female,UPO,4/6/18,1.393,NA,NA,,NA,NA,Spain,
D178,Lasioglossum,Lasioglossum immunitum,Female,UPO,4/6/18,1.359,NA,NA,,0.229,NA,Spain,
D43,Lasioglossum,Lasioglossum malachurum,Female,Alamillo,27/03/18,1.718,NA,NA,,NA,NA,Spain,
D47,Lasioglossum,Lasioglossum malachurum,Female,Alamillo,27/03/18,1.641,NA,NA,,0.43,NA,Spain,
D124,Lasioglossum,Lasioglossum malachurum,Female,UPO,08/05/18,1.492,NA,NA,,0.334,NA,Spain,
D132,Lasioglossum,Lasioglossum malachurum,Female,Carambolo,11/05/18,1.309,NA,NA,,0.419,NA,Spain,
D133,Lasioglossum,Lasioglossum malachurum,Female,UPO,,NA,NA,NA,Compuesta amarilla,NA,NA,Spain,
D134,Lasioglossum,Lasioglossum malachurum,Female,UPO,,1.344,NA,NA,Compuesta amarilla,0.392,NA,Spain,
D135,Lasioglossum,Lasioglossum malachurum,Female,UPO,,1.374,NA,NA,Compuesta amarilla,0.399,NA,Spain,
D137,Lasioglossum,Lasioglossum malachurum,Female,UPO,,1.3,NA,NA,Compuesta amarilla,0.468,NA,Spain,
D138,Lasioglossum,Lasioglossum malachurum,Female,UPO,,NA,NA,NA,Compuesta amarilla,0.318,NA,Spain,
D139,Lasioglossum,Lasioglossum malachurum,Female,UPO,,1.325,NA,NA,Compuesta amarilla,0.605,NA,Spain,
D140,Lasioglossum,Lasioglossum malachurum,Female,UPO,,1.607,NA,NA,Cardo,0.534,NA,Spain,
D141,Lasioglossum,Lasioglossum malachurum,Female,UPO,,1.52,NA,NA,Cardo,0.242,NA,Spain,
D163,Lasioglossum,Lasioglossum sp.,NA,Convento de la Luz,22/05/18,NA,NA,NA,Cistus crispus,NA,NA,Spain,Experiment done the day after
D164,Lasioglossum,Lasioglossum sp.,NA,Convento de la Luz,22/05/18,NA,NA,NA,Cistus crispus,NA,NA,Spain,Experiment done the day after
D165,Lasioglossum,Lasioglossum sp.,NA,Convento de la Luz,22/05/18,NA,NA,NA,Cistus crispus,NA,NA,Spain,Experiment done the day after
D166,Lasioglossum,Lasioglossum sp.,Male,Convento de la Luz,22/05/18,NA,NA,NA,Cistus crispus,NA,NA,Spain,Experiment done the day after
D123,Megachile,Megachile willughbiella,Female,Parque Maria Luisa,07/05/18,3.694,NA,NA,,1.966,NA,Spain,
D49,NA,NA,NA,Alamillo,27/03/18,1.624,NA,NA,,0.365,NA,Spain,
D177,Megachile??,NA,Female,UPO,4/6/18,2.029,NA,NA,Centaurea,NA,NA,Spain,
D5,Nomada,Nomada agrestis,Female,Carambolo,12/03/18,2.705,NA,NA,Lavandula sp.,2.141,NA,Spain,
D58,Osmia,Osmia caerulescens,Female,Carambolo,05/04/18,2.61,NA,NA,,1.213,NA,Spain,
D59,Osmia,Osmia caerulescens,Male,Carambolo,05/04/18,2.049,NA,NA,,0.969,NA,Spain,
D57,Osmia,Osmia latreillei,Male,Carambolo,05/04/18,2.052,NA,NA,,NA,NA,Spain,
D111,Osmia,Osmia latreillei,Female,Niebla,27/04/18,3.269,NA,NA,,1.528,NA,Spain,
D113,Osmia,Osmia latreillei,Female,Niebla,27/04/18,3.052,NA,NA,,1.494,NA,Spain,Aggresive
D114,Osmia,Osmia latreillei,Female,Niebla,27/04/18,2.925,NA,NA,,1.231,NA,Spain,
D156,Osmia,Osmia latreillei,Female,Niebla,22/05/18,3.064,NA,NA,Cardo,1.533,NA,Spain,
D160,Panurgus,Panurgus dargius,Male,Convento de la Luz,22/05/18,1.927,NA,NA,Cistus crispus,0.494,NA,Spain,Experiment done the day after
D187,Panurgus,Panurgus sp.,Female,Carambolo,5/6/18,2.311,NA,NA,,NA,NA,Spain,
D203,Psithyrus,Psithyrus vestalis,Male,"La font roja, la zafranera",26/6/18,3.57,NA,NA,Hypericum perforatum,2.341,NA,Spain,
D115,Rhodanthidium,Rhodanthidium sticticum,Male,Niebla,08/05/18,3.623,NA,NA,,2.14,NA,Spain,
D125,Rhodanthidium,Rhodanthidium sticticum,Male,Carambolo,11/05/18,3.382,NA,NA,,2.716,NA,Spain,
D126,Rhodanthidium,Rhodanthidium sticticum,Female,Carambolo,11/05/18,3.411,NA,NA,,2.491,NA,Spain,
D127,Rhodanthidium,Rhodanthidium sticticum,Female,Carambolo,11/05/18,3.476,NA,NA,,2.03,NA,Spain,
D128,Rhodanthidium,Rhodanthidium sticticum,Male,Carambolo,11/05/18,3.728,NA,NA,,3.094,NA,Spain,
D129,Rhodanthidium,Rhodanthidium sticticum,Female,Carambolo,11/05/18,3.319,NA,NA,,2.295,NA,Spain,
D130,Rhodanthidium,Rhodanthidium sticticum,Male,Carambolo,11/05/18,3.251,NA,NA,,2.519,NA,Spain,
D131,Rhodanthidium,Rhodanthidium sticticum,Male,Carambolo,11/05/18,3.047,NA,NA,,1.804,NA,Spain,
D143,Rhodanthidium,Rhodanthidium sticticum,Male,Niebla,16/05,3.68,NA,NA,Cistus crispus,2.707,NA,Spain,Experiment done the day after
D144,Rhodanthidium,Rhodanthidium sticticum,Male,Niebla,16/05,3.63,NA,NA,Cistus crispus,2.966,NA,Spain,Experiment done the day after
D145,Rhodanthidium,Rhodanthidium sticticum,Male,Niebla,16/05,3.6,NA,NA,Cistus crispus,2.582,NA,Spain,Experiment done the day after
D146,Rhodanthidium,Rhodanthidium sticticum,Female,Niebla,16/05,3.9,NA,NA,Cistus crispus,2.842,NA,Spain,Experiment done the day after
D147,Rhodanthidium,Rhodanthidium sticticum,Female,Niebla,16/05,3.79,NA,NA,Cistus crispus,NA,NA,Spain,Experiment done the day after
D148,Rhodanthidium,Rhodanthidium sticticum,Female,Niebla,16/05,3.9,NA,NA,Cistus crispus,2.451,NA,Spain,Experiment done the day after
D152,Rhodanthidium,Rhodanthidium sticticum,Female,Niebla,22/05/18,3.3,NA,NA,Cistus crispus,2.839,NA,Spain,
D153,Rhodanthidium,Rhodanthidium sticticum,Male,Niebla,22/05/18,3.7,NA,NA,Cistus crispus,2.401,NA,Spain,
D154,Rhodanthidium,Rhodanthidium sticticum,Male,Niebla,22/05/18,3.9,NA,NA,Cistus crispus,3.035,NA,Spain,
D167,Rhodanthidium,Rhodanthidium sticticum,Female,UPO,28/05/18,3.607,NA,NA,,1.509,NA,Spain,
D168,Rhodanthidium,Rhodanthidium sticticum,Male,UPO,28/05/18,3.85,NA,NA,,NA,NA,Spain,
D179,Rhodanthidium,Rhodanthidium sticticum,Female,UPO,4/6/18,3.309,NA,NA,,2.246,NA,Spain,
D180,Rhodanthidium,Rhodanthidium sticticum,Male,UPO,4/6/18,3.606,NA,NA,,2.53,NA,Spain,
D181,Rhodanthidium,Rhodanthidium sticticum,Female,UPO,4/6/18,3.342,NA,NA,,1.804,NA,Spain,
D182,Rhodanthidium,Rhodanthidium sticticum,Male,Carambolo,5/6/18,3.314,NA,NA,,2.752,NA,Spain,
D183,Rhodanthidium,Rhodanthidium sticticum,Male,Carambolo,5/6/18,3.596,NA,NA,,2.837,NA,Spain,
D184,Rhodanthidium,Rhodanthidium sticticum,Male,Carambolo,5/6/18,3.415,NA,NA,,2.647,NA,Spain,
D185,Rhodanthidium,Rhodanthidium sticticum,Male,Carambolo,5/6/18,3.38,NA,NA,,NA,NA,Spain,
D50,Xylocopa,Xylocopa cantabrita,Female,Alamillo,27/03/18,3.87,NA,NA,,NA,NA,Spain,Dead during the test
D16,Xylocopa,Xylocopa cantabrita,Male,Aznalcazar,22/03/18,5.226,NA,NA,Asphodelus fistulosus,2.92,NA,Spain,Dead by heat
D17,Xylocopa,Xylocopa cantabrita,Male,Aznalcazar,22/03/18,5.108,NA,NA,Asphodelus fistulosus,4.13,NA,Spain,Dead by heat
D18,Xylocopa,Xylocopa cantabrita,Male,Aznalcazar,22/03/18,4.821,NA,NA,Asphodelus fistulosus,3.026,NA,Spain,Dead by heat
D20,Xylocopa,Xylocopa cantabrita,Male,Aznalcazar,22/03/18,5.03,NA,NA,Asphodelus fistulosus,NA,NA,Spain,
D22,Xylocopa,Xylocopa cantabrita,Male,Aznalcazar,22/03/18,4.99,NA,NA,Asphodelus fistulosus,3.655,NA,Spain,Discarded
D54,Xylocopa,Xylocopa violacea,Male,Carambolo,05/04/18,5.659,NA,NA,,5.839,NA,Spain,
D55,Xylocopa,Xylocopa violacea,Male,Carambolo,05/04/18,5.28,NA,NA,,5.524,NA,Spain,
D60,Xylocopa,Xylocopa violacea,Female,Carambolo,05/04/18,5.269,NA,NA,,9.395,NA,Spain,Chewing
D61,Xylocopa,Xylocopa violacea,Female,Carambolo,05/04/18,6.063,NA,NA,,7.677,NA,Spain,Focused on chewing the blue
100,Agapostemon,Agapostemon sericeus,Male,USA,,2.41,NA,NA,,NA,NA,USA,
202,Andrena,Andrena carlini,Female,USA,,4.1,NA,NA,,1.6,NA,USA,
201,Andrena,Andrena dunningi,Female,USA,,2.36,NA,NA,,0.6,NA,USA,
203,Andrena,Andrena miserabilis,Female,USA,,2.84,NA,NA,,0.6,NA,USA,
24,Andrena,Andrena nubecula,Female,USA,,2.46,NA,NA,,NA,NA,USA,
204,Andrena,Andrena simplex,Female,USA,,3.65,NA,NA,,0.9,NA,USA,
205,Andrena,Andrena simplex,Female,USA,,3.21,NA,NA,,0.4,NA,USA,
206,Andrena,Andrena simplex,Female,USA,,3.53,NA,NA,,0.7,NA,USA,
22,Anthidium,Anthidium manicatum,Male,USA,,5.38,NA,NA,,2.8,NA,USA,
29,Anthidium,Anthidium manicatum,Male,USA,,5.31,NA,NA,,2.7,NA,USA,
35,Anthidium,Anthidium manicatum,Male,USA,,5.23,NA,NA,,3.3,NA,USA,
36,Anthidium,Anthidium manicatum,Male,USA,,4.77,NA,NA,,NA,NA,USA,
23,Anthidium,Anthidium oblongatum,Male,USA,,4.15,NA,NA,,NA,NA,USA,
26,Anthidium,Anthidium oblongatum,Male,USA,,3.85,NA,NA,,2.3,NA,USA,
37,Anthidium,Anthidium oblongatum,Female,USA,,3.85,NA,NA,,NA,NA,USA,
38,Anthidium,Anthidium oblongatum,Male,USA,,4.46,NA,NA,,NA,NA,USA,
39,Anthidium,Anthidium oblongatum,Male,USA,,3.85,NA,NA,,NA,NA,USA,
41,Anthidium,Anthidium oblongatum,Female,USA,,4.23,NA,NA,,NA,NA,USA,
42,Anthidium,Anthidium oblongatum,Female,USA,,3.92,NA,NA,,NA,NA,USA,
47,Anthidium,Anthidium oblongatum,Male,USA,,3.92,NA,NA,,NA,NA,USA,
48,Anthidium,Anthidium oblongatum,Male,USA,,3.92,NA,NA,,NA,NA,USA,
53,Anthidium,Anthidium oblongatum,Female,USA,,3.75,NA,NA,,1.8,NA,USA,
65,Anthidium,Anthidium oblongatum,Male,USA,,3.94,NA,NA,,NA,NA,USA,
25,Apis,Apis mellifera,Female,USA,,4.31,NA,NA,,1.9,NA,USA,
63,Apis,Apis mellifera,Female,USA,,4.55,NA,NA,,NA,NA,USA,
64,Apis,Apis mellifera,Female,USA,,4.25,NA,NA,,NA,NA,USA,
71,Apis,Apis mellifera,Female,USA,,4.18,NA,NA,,NA,NA,USA,
75,Apis,Apis mellifera,Female,USA,,4.18,NA,NA,,NA,NA,USA,
81,Apis,Apis mellifera,Female,USA,,4.25,NA,NA,,NA,NA,USA,
50,Augochlora,Augochlora pura,Male,USA,,2.63,NA,NA,,NA,NA,USA,
95,Augochlora,Augochlora pura,Female,USA,,2.47,NA,NA,,NA,NA,USA,
102,Augochlora,Augochlora pura,Female,USA,,2.47,NA,NA,,NA,NA,USA,
138,Augochlora,Augochlora pura,Female,USA,,1.98,NA,NA,,NA,NA,USA,
207,Augochlora,Augochlora pura,Female,USA,,3.15,NA,NA,,0.5,NA,USA,
120,Bombus,Bombus fervidus,Female,USA,,4.2,NA,NA,,NA,NA,USA,
10,Bombus,Bombus impatiens,Female,USA,,4.46,NA,NA,,NA,NA,USA,
11,Bombus,Bombus impatiens,Female,USA,,4,NA,NA,,2.7,NA,USA,
12,Bombus,Bombus impatiens,Female,USA,,4.85,NA,NA,,3,NA,USA,
13,Bombus,Bombus impatiens,Female,USA,,4.62,NA,NA,,2.7,NA,USA,
14,Bombus,Bombus impatiens,Female,USA,,3.92,NA,NA,,2.4,NA,USA,
16,Bombus,Bombus impatiens,Female,USA,,4.23,NA,NA,,NA,NA,USA,
21,Bombus,Bombus impatiens,Female,USA,,4.69,NA,NA,,3.2,NA,USA,
34,Bombus,Bombus impatiens,Female,USA,,6,NA,NA,,NA,NA,USA,
40,Bombus,Bombus impatiens,Female,USA,,5.46,NA,NA,,NA,NA,USA,
45,Bombus,Bombus impatiens,Female,USA,,4.77,NA,NA,,NA,NA,USA,
46,Bombus,Bombus impatiens,Female,USA,,5.46,NA,NA,,NA,NA,USA,
68,Bombus,Bombus impatiens,Female,USA,,4.31,NA,NA,,NA,NA,USA,
80,Bombus,Bombus impatiens,Female,USA,,4.55,NA,NA,,NA,NA,USA,
84,Bombus,Bombus impatiens,Female,USA,,3.82,NA,NA,,NA,NA,USA,
86,Bombus,Bombus impatiens,Female,USA,,4.49,NA,NA,,NA,NA,USA,
126,Bombus,Bombus impatiens,Female,USA,,4.51,NA,NA,,NA,NA,USA,
127,Bombus,Bombus impatiens,Female,USA,,4.44,NA,NA,,NA,NA,USA,
128,Bombus,Bombus impatiens,Female,USA,,5.31,NA,NA,,NA,NA,USA,
147,Bombus,Bombus impatiens,Female,USA,,4.55,NA,NA,,NA,NA,USA,
155,Bombus,Bombus impatiens,Female,USA,,4.44,NA,NA,,NA,NA,USA,
232,Bombus,Bombus impatiens,Female,USA,,5.61,NA,NA,,2,NA,USA,
148,Bombus,Bombus vagans,Female,USA,,4.68,NA,NA,,NA,NA,USA,
151,Bombus,Bombus vagans,Female,USA,,6.52,NA,NA,,NA,NA,USA,
165,Bombus,Bombus vagans,Female,USA,,4.75,NA,NA,,NA,NA,USA,
