"","id","cover","percent","cover2"
"705","John Ascher","41",1,"41"
"706","Spencer Hardy","11",1,"11"
"707","John Ascher","22",1,"22"
"708","Max McCarthy","43",1,"43"
"709","Alex Karasoulos","22",1,"22"
"710","robertgessing","42",1,"42"
"711","John Ascher","22",1,"22"
"712","John Ascher","90",1,"90"
"713","John Ascher","81",1,"81"
"714","John Ascher","90",1,"90"
"715","Kai Squires","42",1,"42"
"716","John Ascher","43",1,"43"
"717","Kyle Testerman","21",1,"21"
"718","Max McCarthy","41",1,"41"
"719","John Ascher","71",1,"71"
"720","John Ascher","42",1,"42"
"721","Spencer Hardy","81",1,"81"
"722","Molly Jacobson","42",1,"42"
"723","John Ascher","90",1,"90"
"724","Nick Dorian","81",1,"81"
"725","klittle2","90",1,"90"
"726","Kyle Testerman","21",1,"21"
"727","Spencer Hardy","90",1,"90"
"728","Max McCarthy","21",1,"21"
"729","John Ascher","81",1,"81"
"730","Nick Dorian","90",1,"90"
"731","John Ascher","21",1,"21"
"732","Max McCarthy","11",1,"11"
"733","John Ascher","31",1,"31"
"734","John Ascher","23",1,"23"
"735","Kyle Testerman","43",1,"43"
"736","Rusty Burlew","43",1,"43"
"737","proth","22",1,"22"
"738","Sam Droege","21",1,"21"
"739","John Ascher","22",1,"22"
"740","Spencer Hardy","22",1,"22"
"741","Max McCarthy","23",1,"23"
"742","Steve King","21",1,"21"
"743","Sam Droege","22",1,"22"
"744","erikschiff","41",1,"41"
"745","John Ascher","81",1,"81"
"746","Heather Holm","41",1,"41"
"747","snakebird15","43",1,"43"
"748","John Ascher","43",1,"43"
"749","John Ascher","90",1,"90"
"750","John Ascher","22",1,"22"
"751","Kyle Testerman","43",1,"43"
"752","Bill MacIndewar","24",1,"24"
"753","klittle2","23",1,"23"
"754","Sam Droege","21",1,"21"
"755","Sam Droege","81",1,"81"
"756","John Ascher","22",1,"22"
"757","Nick Dorian","23",1,"23"
"758","John Ascher","23",1,"23"
"759","John Ascher","41",1,"41"
"760","John Ascher","22",1,"22"
"761","lisaelaine","23",1,"23"
"762","menagimari","43",1,"43"
"763","klittle2","90",1,"90"
"764","Sam Droege","22",1,"22"
"765","John Ascher","90",1,"90"
"766","Nathaniel Sharp","31",1,"31"
"767","John Ascher","41",1,"41"
"768","Sam Droege","21",1,"21"
"769","John Ascher","24",1,"24"
"770","John Ascher","21",1,"21"
"771","Erika Mitchell","90",1,"90"
"772","John Ascher","41",1,"41"
"773","John Ascher","22",1,"22"
"774","John Ascher","43",1,"43"
"775","John Ascher","21",1,"21"
"776","John Ascher","22",1,"22"
"777","Max McCarthy","82",1,"82"
"778","Sam Droege","41",1,"41"
"779","Alex Karasoulos","22",1,"22"
"780","Sam Droege","82",1,"82"
"781","John Ascher","43",1,"43"
"782","John Ascher","90",1,"90"
"783","Max McCarthy","41",1,"41"
"784","Max McCarthy","41",1,"41"
"785","John Ascher","22",1,"22"
"786","Ingrid Kaatz","22",1,"22"
"787","Max McCarthy","41",1,"41"
"788","John Ascher","22",1,"22"
"789","John Ascher","22",1,"22"
"790","Max McCarthy","41",1,"41"
"791","Max McCarthy","82",1,"82"
"792","davidtigas","23",1,"23"
"793","John Ascher","22",1,"22"
"794","John Ascher","22",1,"22"
"795","Kyle Testerman","24",1,"24"
"796","ZIAD Anass","41",1,"41"
"797","ZIAD Anass","43",1,"43"
"798","Max McCarthy","41",1,"41"
"799","Alex Karasoulos","22",1,"22"
"800","Sam Droege","41",1,"41"
"801","Sam Droege","11",1,"11"
"802","Sam Droege","41",1,"41"
"803","Sam Droege","41",1,"41"
"804","Sam Droege","22",1,"22"
"805","Sam Droege","90",1,"90"
"806","Sam Droege","43",1,"43"
"807","Sam Droege","41",1,"41"
"808","Sam Droege","90",1,"90"
"809","Sam Droege","41",1,"41"
"810","Sam Droege","90",1,"90"
"811","Sam Droege","41",1,"41"
"812","Sam Droege","41",1,"41"
"813","Sam Droege","41",1,"41"
"814","Sam Droege","43",1,"43"
"815","Sam Droege","41",1,"41"
"816","Sam Droege","41",1,"41"
"817","Sam Droege","90",1,"90"
"818","Sam Droege","82",1,"82"
"819","Sam Droege","41",1,"41"
"820","Sam Droege","21",1,"21"
"821","Sam Droege","90",1,"90"
"822","Sam Droege","81",1,"81"
"823","Sam Droege","81",1,"81"
"824","Sam Droege","43",1,"43"
"825","Sam Droege","41",1,"41"
"826","Sam Droege","22",1,"22"
"827","Sam Droege","21",1,"21"
"828","Tom Wood | Jason Gibbs","81",1,"81"
"829","Sam Droege","41",1,"41"
"830","Sam Droege","43",1,"43"
"831","Sam Droege","90",1,"90"
"832","Sam Droege","41",1,"41"
"833","Sam Droege","21",1,"21"
"834","Sam Droege","90",1,"90"
"835","Sam Droege","43",1,"43"
"836","Sam Droege","43",1,"43"
"837","Sam Droege","41",1,"41"
"838","Sam Droege","21",1,"21"
"839","Sam Droege","90",1,"90"
"840","Sam Droege","41",1,"41"
"841","Sam Droege","41",1,"41"
"842","Sam Droege","41",1,"41"
"843","Sam Droege","21",1,"21"
"844","Sam Droege","41",1,"41"
"845","Sam Droege","41",1,"41"
"846","Sam Droege","41",1,"41"
"847","Sam Droege","41",1,"41"
"848","Sam Droege","41",1,"41"
"849","Sam Droege","41",1,"41"
"850","Tom Wood | Jason Gibbs","43",1,"43"
"851","Sam Droege","21",1,"21"
"852","Sam Droege","43",1,"43"
"853","Sam Droege","41",1,"41"
"854","Sam Droege","90",1,"90"
"855","Sam Droege","21",1,"21"
"856","Sam Droege","41",1,"41"
"857","Sam Droege","41",1,"41"
"858","Sam Droege","81",1,"81"
"859","Sam Droege","41",1,"41"
"860","Sam Droege","41",1,"41"
"861","Sam Droege","22",1,"22"
"862","Sam Droege","81",1,"81"
"863","Sam Droege","41",1,"41"
"864","Sam Droege","43",1,"43"
"865","Sam Droege","52",1,"52"
"866","sam droege","41",1,"41"
"867","Sam Droege","43",1,"43"
"868","Sam Droege","43",1,"43"
"869","Sam Droege","23",1,"23"
"870","Sam Droege","43",1,"43"
"871","Sam Droege","41",1,"41"
"872","Sam Droege","41",1,"41"
"873","Sam Droege","81",1,"81"
"874","Sam Droege","41",1,"41"
"875","Sam Droege","43",1,"43"
"876","Sam Droege","21",1,"21"
"877","Sam Droege","43",1,"43"
"878","Sam Droege","21",1,"21"
"879","Sam Droege","90",1,"90"
"880","Sam Droege","41",1,"41"
"881","Sam Droege","21",1,"21"
"882","Sam Droege","43",1,"43"
"883","sam droege","41",1,"41"
"884","Sam Droege","41",1,"41"
"885","Sam Droege","41",1,"41"
"886","Sam Droege","41",1,"41"
"887","Sam Droege","41",1,"41"
"888","Sam Droege","21",1,"21"
"889","Sam Droege","90",1,"90"
"890","Sam Droege","90",1,"90"
"891","Sam Droege","43",1,"43"
"892","Sam Droege","90",1,"90"
"893","Sam Droege","90",1,"90"
"894","Sam Droege","90",1,"90"
"895","Sam Droege","90",1,"90"
"896","Sam Droege","82",1,"82"
"897","Sam Droege","41",1,"41"
"898","Sam Droege","43",1,"43"
"899","Sam Droege","95",1,"95"
"900","Sam Droege","81",1,"81"
"901","Sam Droege","90",1,"90"
"902","Sam Droege","90",1,"90"
"903","Sam Droege","52",1,"52"
"904","Sam Droege","41",1,"41"
"905","Sam Droege","41",1,"41"
"906","Sam Droege","41",1,"41"
"907","Sam Droege","90",1,"90"
"908","sam droege","43",1,"43"
"909","Sam Droege","43",1,"43"
"910","Sam Droege","95",1,"95"
"911","Sam Droege","43",1,"43"
"912","Sam Droege","41",1,"41"
"913","Sam Droege","22",1,"22"
"914","Sam Droege","41",1,"41"
"915","Sam Droege","43",1,"43"
"916","Sam Droege","21",1,"21"
"917","Sam Droege","41",1,"41"
"918","Sam Droege","43",1,"43"
"919","sam droege","41",1,"41"
"920","Sam Droege","21",1,"21"
"921","Sam Droege","41",1,"41"
"922","Sam Droege","41",1,"41"
"923","Sam Droege","41",1,"41"
"924","Sam Droege","21",1,"21"
"925","Sam Droege","41",1,"41"
"926","Sam Droege","90",1,"90"
"927","Sam Droege","82",1,"82"
"928","Sam Droege","21",1,"21"
"929","Sam Droege","43",1,"43"
"930","Sam Droege","41",1,"41"
"931","Sam Droege","43",1,"43"
"932","John Ascher","22",1,"22"
"933","Sam Droege","90",1,"90"
"934","Sam Droege","21",1,"21"
"935","Sam Droege","43",1,"43"
"936","Sam Droege","90",1,"90"
"937","John Ascher","22",1,"22"
"938","Sam Droege","90",1,"90"
"939","Sam Droege","43",1,"43"
"940","Sam Droege","41",1,"41"
"941","Sam Droege","41",1,"41"
"942","Sam Droege","90",1,"90"
"943","Sam Droege","43",1,"43"
"944","Sam Droege","41",1,"41"
"945","Sam Droege","41",1,"41"
"946","Sam Droege","81",1,"81"
"947","Tom Wood | Jason Gibbs","24",1,"24"
"948","Tom Wood | Jason Gibbs","81",1,"81"
"949","Tom Wood | Jason Gibbs","81",1,"81"
"950","Sam Droege","90",1,"90"
"951","Tom Wood | Jason Gibbs","24",1,"24"
"952","Tom Wood | Jason Gibbs","24",1,"24"
"953","Sam Droege","43",1,"43"
"954","Tom Wood | Jason Gibbs","21",1,"21"
"955","Tom Wood | Jason Gibbs","81",1,"81"
"956","Tom Wood | Jason Gibbs","81",1,"81"
"957","Tom Wood | Jason Gibbs","81",1,"81"
"958","Tom Wood | Jason Gibbs","41",1,"41"
"959","Tom Wood | Jason Gibbs","43",1,"43"
"960","Tom Wood | Jason Gibbs","43",1,"43"
"961","Sam Droege","41",1,"41"
"962","Sam Droege","81",1,"81"
"963","Tom Wood | Jason Gibbs","21",1,"21"
"964","Sam Droege","43",1,"43"
"965","Tom Wood | Jason Gibbs","21",1,"21"
"966","Tom Wood | Jason Gibbs","81",1,"81"
"967","Sam Droege","41",1,"41"
"968","Sam Droege","82",1,"82"
"969","Tom Wood | Jason Gibbs","21",1,"21"
"970","Sam Droege","11",1,"11"
"971","Sam Droege","41",1,"41"
"972","Sam Droege","81",1,"81"
"973","Sam Droege","41",1,"41"
"974","Sam Droege","21",1,"21"
"975","Tom Wood | Jason Gibbs","21",1,"21"
"976","Tom Wood | Jason Gibbs","81",1,"81"
"977","Tom Wood | Jason Gibbs","81",1,"81"
"978","Tom Wood | Jason Gibbs","41",1,"41"
"979","Sam Droege","90",1,"90"
"980","Sam Droege","11",1,"11"
"981","Tom Wood | Jason Gibbs","81",1,"81"
"982","Tom Wood | Jason Gibbs","22",1,"22"
"983","Tom Wood | Jason Gibbs","43",1,"43"
"984","Tom Wood | Jason Gibbs","21",1,"21"
"985","Tom Wood | Jason Gibbs","81",1,"81"
"986","Sam Droege","82",1,"82"
"987","Tom Wood | Jason Gibbs","41",1,"41"
"988","Tom Wood | Jason Gibbs","81",1,"81"
"989","Tom Wood | Jason Gibbs","21",1,"21"
"990","Tom Wood | Jason Gibbs","81",1,"81"
"991","Tom Wood | Jason Gibbs","24",1,"24"
"992","Tom Wood | Jason Gibbs","81",1,"81"
"993","Tom Wood | Jason Gibbs","43",1,"43"
"994","Tom Wood | Jason Gibbs","81",1,"81"
"995","Sam Droege","81",1,"81"
"996","Sam Droege","41",1,"41"
"997","Sam Droege","41",1,"41"
"998","Tom Wood | Jason Gibbs","81",1,"81"
"999","Tom Wood | Jason Gibbs","71",1,"71"
"1000","Tom Wood | Jason Gibbs","81",1,"81"
"1001","Sam Droege","41",1,"41"
"1002","Tom Wood | Jason Gibbs","81",1,"81"
"1003","Tom Wood | Jason Gibbs","81",1,"81"
"1004","sam droege","41",1,"41"
"1005","Sam Droege","41",1,"41"
"1006","Tom Wood | Jason Gibbs","81",1,"81"
"1007","Tom Wood | Jason Gibbs","21",1,"21"
"1008","Sam Droege","21",1,"21"
"1009","Sam Droege","82",1,"82"
"1010","John Ascher","23",1,"23"
"1011","Sam Droege","22",1,"22"
"1012","Tom Wood | Jason Gibbs","24",1,"24"
"1013","Sam Droege","21",1,"21"
"1014","John Ascher","43",1,"43"
"1015","Tom Wood | Jason Gibbs","24",1,"24"
"1016","Tom Wood | Jason Gibbs","41",1,"41"
"1017","Tom Wood | Jason Gibbs","43",1,"43"
"1018","Sam Droege","90",1,"90"
"1019","Sam Droege","41",1,"41"
"1020","John Ascher","41",1,"41"
"1021","Tom Wood | Jason Gibbs","81",1,"81"
"1022","Tom Wood | Jason Gibbs","22",1,"22"
"1023","Sam Droege","11",1,"11"
"1024","Tom Wood | Jason Gibbs","21",1,"21"
"1025","Sam Droege","21",1,"21"
"1026","Tom Wood | Jason Gibbs","21",1,"21"
"1027","Sam Droege","41",1,"41"
"1028","Tom Wood | Jason Gibbs","81",1,"81"
"1029","Sam Droege","41",1,"41"
"1030","Sam Droege","90",1,"90"
"1031","Tom Wood | Jason Gibbs","21",1,"21"
"1032","Tom Wood | Jason Gibbs","43",1,"43"
"1033","Sam Droege","22",1,"22"
"1034","Tom Wood | Jason Gibbs","81",1,"81"
"1035","Sam Droege","21",1,"21"
"1036","Sam Droege","81",1,"81"
"1037","Sam Droege","41",1,"41"
"1038","Sam Droege","21",1,"21"
"1039","Sam Droege","22",1,"22"
"1040","rosymaplemoths4","41",1,"41"
"1041","Tom Wood | Jason Gibbs","24",1,"24"
"1042","Tom Wood | Jason Gibbs","24",1,"24"
"1043","Sam Droege","11",1,"11"
"1044","Tom Wood | Jason Gibbs","21",1,"21"
"1045","Tom Wood | Jason Gibbs","43",1,"43"
"1046","Sam Droege","90",1,"90"
"1047","Sam Droege","82",1,"82"
"1048","Tom Wood | Jason Gibbs","41",1,"41"
"1049","Sam Droege","41",1,"41"
"1050","Sam Droege","41",1,"41"
"1051","Sam Droege","41",1,"41"
"1052","Tom Wood | Jason Gibbs","21",1,"21"
"1053","Sam Droege","81",1,"81"
"1054","Tom Wood | Jason Gibbs","81",1,"81"
"1055","Sam Droege","22",1,"22"
"1056","Tom Wood | Jason Gibbs","24",1,"24"
"1057","Tom Wood | Jason Gibbs","24",1,"24"
"1058","Tom Wood | Jason Gibbs","81",1,"81"
"1059","Tom Wood | Jason Gibbs","21",1,"21"
"1060","Tom Wood | Jason Gibbs","24",1,"24"
"1061","Sam Droege","41",1,"41"
"1062","Tom Wood | Jason Gibbs","81",1,"81"
"1063","Sam Droege","90",1,"90"
"1064","Tom Wood | Jason Gibbs","43",1,"43"
"1065","Sam Droege","21",1,"21"
"1066","John Ascher","81",1,"81"
"1067","John Ascher","21",1,"21"
"1068","John Ascher","23",1,"23"
"1069","Sam Droege","41",1,"41"
"1070","Tom Wood | Jason Gibbs","24",1,"24"
"1071","Tom Wood | Jason Gibbs","21",1,"21"
"1072","Tom Wood | Jason Gibbs","21",1,"21"
"1073","Tom Wood | Jason Gibbs","81",1,"81"
"1074","Sam Droege","41",1,"41"
"1075","Sam Droege","82",1,"82"
"1076","Tom Wood | Jason Gibbs","24",1,"24"
"1077","Sam Droege","41",1,"41"
"1078","Tom Wood | Jason Gibbs","24",1,"24"
"1079","Tom Wood | Jason Gibbs","81",1,"81"
"1080","John Ascher","23",1,"23"
"1081","Tom Wood | Jason Gibbs","81",1,"81"
"1082","Tom Wood | Jason Gibbs","81",1,"81"
"1083","Tom Wood | Jason Gibbs","81",1,"81"
"1084","Tom Wood | Jason Gibbs","22",1,"22"
"1085","Sam Droege","81",1,"81"
"1086","Sam Droege","41",1,"41"
"1087","Sam Droege","82",1,"82"
"1088","Sam Droege","41",1,"41"
"1089","Sam Droege","41",1,"41"
"1090","Tom Wood | Jason Gibbs","41",1,"41"
"1091","Tom Wood | Jason Gibbs","81",1,"81"
"1092","Tom Wood | Jason Gibbs","81",1,"81"
"1093","Tom Wood | Jason Gibbs","24",1,"24"
"1094","Sam Droege","90",1,"90"
"1095","Sam Droege","82",1,"82"
"1096","Sam Droege","21",1,"21"
"1097","Sam Droege","41",1,"41"
"1098","Tom Wood | Jason Gibbs","81",1,"81"
"1099","Tom Wood | Jason Gibbs","43",1,"43"
"1100","Tom Wood | Jason Gibbs","81",1,"81"
"1101","Sam Droege","21",1,"21"
"1102","Tom Wood | Jason Gibbs","24",1,"24"
"1103","Sam Droege","82",1,"82"
"1104","Sam Droege","21",1,"21"
"1105","Tom Wood | Jason Gibbs","43",1,"43"
"1106","Tom Wood | Jason Gibbs","43",1,"43"
"1107","Tom Wood | Jason Gibbs","21",1,"21"
"1108","Tom Wood | Jason Gibbs","81",1,"81"
"1109","John Ascher","42",1,"42"
"1110","Tom Wood | Jason Gibbs","21",1,"21"
"1111","Tom Wood | Jason Gibbs","41",1,"41"
"1112","Sam Droege","43",1,"43"
"1113","Sam Droege","41",1,"41"
"1114","Sam Droege","21",1,"21"
"1115","Tom Wood | Jason Gibbs","81",1,"81"
"1116","Tom Wood | Jason Gibbs","81",1,"81"
"1117","Sam Droege","22",1,"22"
"1118","Tom Wood | Jason Gibbs","81",1,"81"
"1119","Tom Wood | Jason Gibbs","81",1,"81"
"1120","Tom Wood | Jason Gibbs","21",1,"21"
"1121","Tom Wood | Jason Gibbs","24",1,"24"
"1122","Sam Droege","21",1,"21"
"1123","Sam Droege","81",1,"81"
"1124","Tom Wood | Jason Gibbs","71",1,"71"
"1125","Sam Droege","52",1,"52"
"1126","Sam Droege","43",1,"43"
"1127","Sam Droege","22",1,"22"
"1128","Sam Droege","41",1,"41"
"1129","Sam Droege","81",1,"81"
"1130","Sam Droege","41",1,"41"
"1131","Tom Wood | Jason Gibbs","21",1,"21"
"1132","Tom Wood | Jason Gibbs","81",1,"81"
"1133","Sam Droege","21",1,"21"
"1134","Tom Wood | Jason Gibbs","21",1,"21"
"1135","Sam Droege","21",1,"21"
"1136","Sam Droege","41",1,"41"
"1137","Tom Wood | Jason Gibbs","81",1,"81"
"1138","Tom Wood | Jason Gibbs","21",1,"21"
"1139","Sam Droege","22",1,"22"
"1140","Sam Droege","71",1,"71"
"1141","John Ascher","22",1,"22"
"1142","John Ascher","41",1,"41"
"1143","Tom Wood | Jason Gibbs","21",1,"21"
"1144","Sam Droege","52",1,"52"
"1145","Sam Droege","21",1,"21"
"1146","Sam Droege","43",1,"43"
"1147","Sam Droege","21",1,"21"
"1148","Sam Droege","21",1,"21"
"1149","Sam Droege","41",1,"41"
"1150","Tom Wood | Jason Gibbs","24",1,"24"
"1151","Tom Wood | Jason Gibbs","21",1,"21"
"1152","Tom Wood | Jason Gibbs","21",1,"21"
"1153","Sam Droege","82",1,"82"
"1154","John Ascher","90",1,"90"
"1155","Tom Wood | Jason Gibbs","21",1,"21"
"1156","John Ascher","43",1,"43"
"1157","Sam Droege","82",1,"82"
"1158","John Ascher","71",1,"71"
"1159","Sam Droege","41",1,"41"
"1160","Sam Droege","21",1,"21"
"1161","Tom Wood | Jason Gibbs","24",1,"24"
"1162","Tom Wood | Jason Gibbs","24",1,"24"
"1163","Sam Droege","21",1,"21"
"1164","Sam Droege","41",1,"41"
"1165","Sam Droege","21",1,"21"
"1166","Sam Droege","41",1,"41"
"1167","Tom Wood | Jason Gibbs","24",1,"24"
"1168","Sam Droege","21",1,"21"
"1169","Sam Droege","90",1,"90"
"1170","Sam Droege","41",1,"41"
"1171","Sam Droege","43",1,"43"
"1172","Tom Wood | Jason Gibbs","81",1,"81"
"1173","Tom Wood | Jason Gibbs","24",1,"24"
"1174","Sam Droege","82",1,"82"
"1175","Tom Wood | Jason Gibbs","21",1,"21"
"1176","Sam Droege","82",1,"82"
"1177","Sam Droege","41",1,"41"
"1178","Sam Droege","41",1,"41"
"1179","Sam Droege","41",1,"41"
"1180","John Ascher","81",1,"81"
"1181","John Ascher","41",1,"41"
"1182","Tom Wood | Jason Gibbs","81",1,"81"
"1183","Sam Droege","41",1,"41"
"1184","John Ascher","41",1,"41"
"1185","Sam Droege","90",1,"90"
"1186","Sam Droege","21",1,"21"
"1187","Tom Wood | Jason Gibbs","43",1,"43"
"1188","Tom Wood | Jason Gibbs","81",1,"81"
"1189","Sam Droege","41",1,"41"
"1190","Tom Wood | Jason Gibbs","24",1,"24"
"1191","Sam Droege","21",1,"21"
"1192","Tom Wood | Jason Gibbs","81",1,"81"
"1193","Tom Wood | Jason Gibbs","81",1,"81"
"1194","Tom Wood | Jason Gibbs","21",1,"21"
"1195","Sam Droege","22",1,"22"
"1196","Tom Wood | Jason Gibbs","81",1,"81"
"1197","Tom Wood | Jason Gibbs","81",1,"81"
"1198","Tom Wood | Jason Gibbs","81",1,"81"
"1199","Tom Wood | Jason Gibbs","41",1,"41"
"1200","Tom Wood | Jason Gibbs","81",1,"81"
"1201","John Ascher","24",1,"24"
"1202","John Ascher","43",1,"43"
"1203","Sam Droege","71",1,"71"
"1204","John Ascher","21",1,"21"
"1205","Tom Wood | Jason Gibbs","81",1,"81"
"1206","Sam Droege","21",1,"21"
"1207","Sam Droege","41",1,"41"
"1208","Sam Droege","71",1,"71"
"1209","Sam Droege","23",1,"23"
"1210","Tom Wood | Jason Gibbs","81",1,"81"
"1211","Tom Wood | Jason Gibbs","22",1,"22"
"1212","Sam Droege","21",1,"21"
"1213","Sam Droege","22",1,"22"
"1214","Tom Wood | Jason Gibbs","21",1,"21"
"1215","Tom Wood | Jason Gibbs","22",1,"22"
"1216","Tom Wood | Jason Gibbs","81",1,"81"
"1217","Tom Wood | Jason Gibbs","81",1,"81"
"1218","Tom Wood | Jason Gibbs","81",1,"81"
"1219","Tom Wood | Jason Gibbs","43",1,"43"
"1220","Tom Wood | Jason Gibbs","81",1,"81"
"1221","rosymaplemoths4","41",1,"41"
"1222","Tom Wood | Jason Gibbs","21",1,"21"
"1223","John Ascher","43",1,"43"
"1224","Tom Wood | Jason Gibbs","81",1,"81"
"1225","Sam Droege","81",1,"81"
"1226","Sam Droege","52",1,"52"
"1227","Tom Wood | Jason Gibbs","81",1,"81"
"1228","Sam Droege","43",1,"43"
"1229","Tom Wood | Jason Gibbs","81",1,"81"
"1230","Sam Droege","21",1,"21"
"1231","Sam Droege","82",1,"82"
"1232","Sam Droege","41",1,"41"
"1233","Sam Droege","95",1,"95"
"1234","Sam Droege","41",1,"41"
"1235","Tom Wood | Jason Gibbs","43",1,"43"
"1236","Sam Droege","21",1,"21"
"1237","Tom Wood | Jason Gibbs","81",1,"81"
"1238","Sam Droege","23",1,"23"
"1239","Sam Droege","41",1,"41"
"1240","Sam Droege","82",1,"82"
"1241","Tom Wood | Jason Gibbs","81",1,"81"
"1242","Tom Wood | Jason Gibbs","81",1,"81"
"1243","Sam Droege","41",1,"41"
"1244","Tim McMahon","21",1,"21"
"1245","Sam Droege","41",1,"41"
"1246","Sam Droege","21",1,"21"
"1247","Sam Droege","90",1,"90"
"1248","Tom Wood | Jason Gibbs","81",1,"81"
"1249","Tom Wood | Jason Gibbs","81",1,"81"
"1250","Sam Droege","41",1,"41"
"1251","Tom Wood | Jason Gibbs","43",1,"43"
"1252","Tom Wood | Jason Gibbs","21",1,"21"
"1253","Tom Wood | Jason Gibbs","81",1,"81"
"1254","Tom Wood | Jason Gibbs","21",1,"21"
"1255","rosymaplemoths4","41",1,"41"
"1256","Sam Droege","82",1,"82"
"1257","Heather Harmon","82",1,"82"
"1258","Sam Droege","90",1,"90"
"1259","Leah Larkin","11",1,"11"
"1260","Sam Droege","82",1,"82"
"1261","Sam Droege","82",1,"82"
"1262","Sam Droege","41",1,"41"
"1263","Sam Droege","22",1,"22"
"1264","Sam Droege","43",1,"43"
"1265","Sam Droege","23",1,"23"
"1266","John Ascher","43",1,"43"
"1267","Sam Droege","43",1,"43"
"1268","John Ascher","41",1,"41"
"1269","Sam Droege","21",1,"21"
"1270","Sam Droege","43",1,"43"
"1271","Sam Droege","81",1,"81"
"1272","Sam Droege","11",1,"11"
